id,title,console,alcohol_reference,animated_blood,blood,blood_and_gore,cartoon_violence,crude_humor,drug_reference,fantasy_violence,intense_violence,language,lyrics,mature_humor,mild_blood,mild_cartoon_violence,mild_fantasy_violence,mild_language,mild_lyrics,mild_suggestive_themes,mild_violence,no_descriptors,nudity,partial_nudity,sexual_content,sexual_themes,simulated_gambling,strong_language,strong_sexual_content,suggestive_themes,use_of_alcohol,use_of_drugs_and_alcohol,violence,esrb_rating,new_development_cost,new_marketing_cost,new_production_cost,development_cost,marketing_cost,production_cost,release_year,release_date
1335,Mortal Kombat 11,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,64067482,27457492,91524974,82137797,35201913,117339710,2019,20190423
1336,RAID: WORLD WAR II,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,-1,-1,-1,91865023,39370724,131235747,2017,20171013
1337,Heavy Fire: Red Shadow,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,90953351,38980007,129933358,2018,20181016
1338,Destiny,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,100964732,43270600,144235332,2014,20140909
1339,Electronauts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,76522941,32795546,109318487,2018,20180807
1340,GOD EATER 3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,60479408,25919746,86399155,77537703,33230444,110768147,2019,20190208
1341,Torchlight II,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,75927765,32540471,108468235,97343288,41718552,139061840,2019,20190903
1342,Hotline Miami,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,-1,-1,-1,81346317,34862707,116209024,2014,20140820
1343,Arcade Islands: Volume One,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,84922067,36395172,121317239,2018,20180907
1344,Mutazione,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,T,74567136,31957344,106524479,95598892,40970954,136569845,2021,20210526
1345,Catastronauts,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,95249027,40821012,136070039,2018,20180928
1346,Nightmares from the Deep 3: Davy Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,-1,-1,-1,90979526,38991226,129970752,2018,20180202
1347,Black Desert,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,T,-1,-1,-1,97067977,41600562,138668539,2018,20180107
1348,No Man's Sky,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,91531460,39227769,130759229,2018,20180724
1349,IRON CRYPTICLE,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,78068669,33458001,111526670,2017,20170712
1350,Harvest Moon: Mad Dash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,70658944,30282405,100941349,90588390,38823596,129411986,2020,20200821
1351,Chronos: Before the Ashes,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,74360191,31868653,106228844,95333578,40857248,136190826,2020,20201201
1352,"Penn & Teller VR: F U, U, U, & U",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,90374865,38732085,129106950,2018,20180517
1353,Time Carnage,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,85356111,36581190,121937301,2017,20170515
1354,Planet Coaster Console Edition,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,62187877,26651947,88839825,79728048,34169163,113897211,2020,20201124
1355,Age of Wonders: Planetfall,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,T,74658457,31996481,106654939,95715971,41021130,136737101,2019,20190806
1356,Spacebase Startopia,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,72864144,31227490,104091634,93415569,40035244,133450813,2021,20210326
1357,Dragon Sinker: Descendants of Legend,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,63804828,27344926,91149755,81801062,35057598,116858660,2020,20200108
1358,Garfield Kart: Furious Racing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,76590886,32824665,109415551,98193444,42082904,140276348,2019,20191107
1359,Assassin's Creed III Remastered ,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,M,72526320,31082708,103609028,92982461,39849626,132832087,2019,20190329
1360,The Grand Tour Game,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,T,78866933,33800114,112667047,101111452,43333480,144444932,2019,20190115
1361,Fishing Sim World,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,88294434,37840472,126134905,2018,20180816
1362,Downward Spiral: Horus Station,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,-1,-1,-1,88792051,38053736,126845787,2018,20181231
1363,League of War: VR Arena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,-1,-1,-1,91458763,39196613,130655376,2017,20171107
1364,NBA 2K Playgrounds 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,90573182,38817078,129390260,2018,20181016
1365,Super Kids Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,93203405,39944317,133147722,2018,20180216
1366,Gorogoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,80380531,34448799,114829330,2018,20180522
1367,Raining Coins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,98826573,42354246,141180819,2014,20141122
1368,Aquanox Deep Descent,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,59456066,25481171,84937237,76225725,32668168,108893893,2020,20201015
1369,DISSIDIA FINAL FANTASY NT Standard Edition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,91586118,39251194,130837312,2018,20180130
1370,8-Bit Invaders!,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,65728516,28169364,93897880,84267328,36114569,120381897,2019,20190226
1371,Albert & Otto,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,96879038,41519588,138398625,2018,20180110
1372,Ys IX: Monstrum Nox,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,75064455,32170481,107234936,96236481,41244206,137480687,2021,20210212
1373,WRC 8 FIA World Rally Championship,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,75335256,32286538,107621793,96583661,41392997,137976658,2019,20190910
1374,Predator: Hunting Grounds,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,M,78198154,33513494,111711648,100254043,42966018,143220061,2020,20200424
1375,Los Sims™ 4 Dias de Universidad,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,-1,-1,-1,74621927,31980826,106602753,2014,20140902
1376,StarDrone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,94582834,40535500,135118334,2018,20180117
1377,FOX N FORESTS,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,80407186,34460222,114867408,2018,20180530
1378,Katamari Damacy REROLL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,60068751,25743750,85812501,77011219,33004808,110016027,2020,20201120
1379,One Step From Eden,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,ET,66498733,28499457,94998191,85254786,36537766,121792552,2021,20211111
1380,Freedom Planet,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,78163096,33498470,111661565,2017,20170321
1381,Fe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,93389874,40024232,133414105,2018,20180216
1382,Mercenary Kings,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,T,-1,-1,-1,96577064,41390170,137967234,2014,20140402
1383,STAR OCEAN - THE LAST HOPE - International 4k & Full HD Remaster,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,T,-1,-1,-1,79535955,34086838,113622793,2017,20171128
1384,SYREN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,M,-1,-1,-1,90148777,38635190,128783967,2017,20170216
1385,Schacht,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,101364169,43441787,144805956,2017,20170227
1386,Bubble Bobble 4 Friends: The Baron is Back!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,62211082,26661892,88872975,79757798,34181913,113939711,2020,20201117
1387,The Banner Saga,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,76021723,32580739,108602462,2018,20180726
1388,Axis Football 2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,75338976,32288133,107627109,96588431,41395042,137983473,2019,20190411
1389,Dragon Quest Builders 2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,ET,72894483,31240492,104134975,93454465,40051913,133506378,2021,20210504
1390,Octahedron,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,85660589,36711681,122372270,2018,20180320
1391,Car Mechanic Simulator,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,68706038,29445445,98151483,88084664,37750570,125835234,2019,20190625
1392,Pinstripe,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,79084251,33893251,112977502,2018,20180214
1393,ZONE OF THE ENDERS: THE 2nd RUNNER - M?RS ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,97762258,41898110,139660368,2018,20180906
1394,Away: Journey to the Unexpected,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,74557730,31953312,106511042,95586833,40965785,136552618,2019,20190208
1395,Conception PLUS: Maidens of the Twelve Stars,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,M,65643664,28132999,93776663,84158544,36067947,120226491,2019,20191108
1396,Clustertruck,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,77365384,33156593,110521977,2016,20160930
1397,Disco Dodgeball Remix,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,100336828,43001498,143338325,2018,20180522
1398,Minecraft Dungeons,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,62740243,26888676,89628919,80436209,34472661,114908870,2020,20200526
1399,Cosmic Star Heroine,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,84286875,36122947,120409822,2017,20170418
1400,The Last Remnant Remastered,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,M,-1,-1,-1,99704225,42730382,142434607,2018,20181206
1401,ICEY,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,94897466,40670343,135567809,2017,20170808
1402,SNK 40th Anniversary Collection,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,68780844,29477505,98258349,88180569,37791673,125972242,2019,20190503
1403,Omega Labyrinth Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,M,-1,-1,-1,91128451,39055050,130183501,2017,20170706
1404,GRIP,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,79264084,33970322,113234405,2018,20181106
1405,Burnout Paradise Remastered,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,76317143,32707347,109024490,2018,20180316
1406,Die for Valhalla!,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,84729196,36312512,121041708,2018,20180530
1407,SWORD ART ONLINE Alicization Lycoris,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,69489108,29781047,99270155,89088600,38180829,127269429,2020,20200814
1408,forma.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,87541700,37517871,125059571,2017,20170223
1409,Stifled,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,87393994,37454569,124848563,2017,20171031
1410,Just Dance 2018,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,99346945,42577262,141924207,2017,20171026
1411,Project CARS 3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,67356159,28866926,96223085,86354050,37008879,123362929,2020,20200828
1412,ACE COMBAT™ 7: SKIES UNKNOWN,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,65923436,28252901,94176338,84517226,36221668,120738895,2019,20190118
1413,Circuits,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,89748453,38463623,128212076,2014,20140417
1414,Shakedown: Hawaii,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,75167425,32214611,107382035,96368493,41300783,137669276,2020,20200820
1415,Magic Knight Grand Charion,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,88170251,37787250,125957501,2018,20180515
1416,Oure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,99868625,42800839,142669464,2017,20171030
1417,Fallen Legion: Sins of an Empire,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,83632280,35842406,119474686,2017,20170718
1418,Raging Justice,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,-1,-1,-1,92211644,39519276,131730920,2018,20180508
1419,Welcome to Hanwell,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,-1,-1,-1,76098330,32613570,108711900,2018,20180514
1420,Gravity Ghost: Deluxe Edition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,73652671,31565430,105218101,94426501,40468500,134895001,2019,20190806
1421,Valkyria Chronicles 4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,-1,-1,-1,78015694,33435298,111450992,2018,20180925
1422,CrossCode,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,79022536,33866801,112889338,101310944,43418976,144729920,2020,20200709
1423,Who Wants to Be a Millionaire?,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,63556745,27238605,90795350,81483006,34921288,116404295,2020,20201029
1424,The LEGO Ninjago Movie Video Game,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,94509268,40503972,135013240,2017,20170922
1425,PitterPot,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,81893027,35097011,116990038,2018,20180925
1426,Super Street:The Game,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,-1,-1,-1,78763063,33755598,112518661,2016,20161229
1427,The Golf Club 2019 Featuring the PGA TOUR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,99622956,42695553,142318509,2018,20180828
1428,The Bard's Tale IV: Barrows Deep,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,-1,-1,-1,100735580,43172392,143907972,2018,20180918
1429,Hex Tunnel Touch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,94576141,40532632,135108773,2018,20180501
1430,Hidden Agenda,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,M,-1,-1,-1,80182644,34363990,114546635,2017,20171122
1431,London Detective Mysteria,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,M,-1,-1,-1,84399626,36171268,120570895,2018,20180925
1432,Tour de France 2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,98531504,42227788,140759292,2018,20180628
1433,Santa's Xmas Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,76768821,32900923,109669744,98421565,42180671,140602236,2020,20201029
1434,Kandagawa Jet Girls,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,76066666,32600000,108666666,97521367,41794872,139316239,2020,20200825
1435,Think of the Children ,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,87233447,37385763,124619210,2018,20180926
1436,Xenon Racer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,58888992,25238139,84127132,75498708,32356589,107855297,2019,20190326
1437,Mahjong World Contest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,89295527,38269512,127565039,2017,20170928
1438,Daymare: 1998,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,60936126,26115483,87051608,78123238,33481388,111604625,2020,20200428
1439,A-Train Express,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,82312258,35276682,117588940,2017,20171221
1440,Sniper Ghost Warrior Contracts,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,66765823,28613924,95379747,85597209,36684518,122281727,2020,20200428
1441,Starlit Adventures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,79902353,34243866,114146219,2018,20180517
1442,Fade to Silence,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,62912159,26962354,89874513,80656614,34567120,115223734,2019,20190430
1443,Lifeless Planet: Premier Edition,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,100276425,42975611,143252036,2015,20150513
1444,Remothered: Broken Porcelain,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,M,72648659,31135140,103783799,93139307,39916846,133056153,2020,20201013
1445,The Walking Dead: The Complete First Season,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,M,-1,-1,-1,77114103,33048901,110163004,2014,20141014
1446,Super Meat Boy,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,92644006,39704574,132348580,2010,20101020
1447,Koihime Enbu RyoRaiRai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,T,-1,-1,-1,79487627,34066126,113553753,2018,20180712
1448,Shoppe Keep,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,80918185,34679222,115597407,2018,20180302
1449,Emily Wants to Play Too,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,85120313,36480134,121600447,2018,20180425
1450,Alteric,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,94678752,40576608,135255360,2018,20180330
1451,Tennis World Tour,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,84369608,36158404,120528012,2018,20180522
1452,Demon Gaze II,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,T,-1,-1,-1,91028717,39012307,130041024,2017,20171117
1453,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,71341617,30574978,101916595,91463611,39198690,130662301,2020,20200623
1454,Just Dance 2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,65787142,28194489,93981631,84342490,36146781,120489271,2020,20201112
1455,F1 2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,63761445,27326334,91087778,81745442,35033761,116779203,2019,20190628
1456,Metropolis: Lux Obscura,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,M,-1,-1,-1,93060204,39882945,132943149,2018,20180404
1457,Youtubers Life,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,85071752,36459322,121531075,2017,20170202
1458,Steven Universe: Save the Light!,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,87962038,37698016,125660054,2017,20171219
